Patient_ID,Adipocytes,Astrocytes,B-cells,Basophils,CD4+ T-cells,CD4+ Tcm,CD4+ Tem,CD4+ memory T-cells,CD4+ naive T-cells,CD8+ T-cells,CD8+ Tcm,CD8+ Tem,CD8+ naive T-cells,CLP,CMP,Chondrocytes,Class-switched memory B-cells,DC,Endothelial cells,Eosinophils,Epithelial cells,Erythrocytes,Fibroblasts,GMP,HSC,Hepatocytes,Keratinocytes,MEP,MPP,MSC,Macrophages,Macrophages M1,Macrophages M2,Mast cells,Megakaryocytes,Melanocytes,Memory B-cells,Mesangial cells,Monocytes,Myocytes,NK cells,NKT,Neurons,Neutrophils,Osteoblast,Pericytes,Plasma cells,Platelets,Preadipocytes,Sebocytes,Skeletal muscle,Smooth muscle,Tgd cells,Th1 cells,Th2 cells,Tregs,aDC,cDC,iDC,ly Endothelial cells,mv Endothelial cells,naive B-cells,pDC,pro B-cells,ImmuneScore,StromaScore,MicroenvironmentScore
C3N-01714,0.0112,0.0763,0.0101,0.0949,0.0,0.0,0.0852,0.0183,0.0,0.0,0.0012,0.0,0.0,0.0,0.0,0.0604,0.0181,0.0691,0.0221,0.0133,0.633,0.0,0.0474,0.0984,0.0802,0.0,0.1026,0.0481,0.0,0.3447,0.0436,0.002,0.0298,0.0,0.0018,0.0091,0.0,0.0163,0.074,0.0,0.0,0.043,0.0024,0.0,0.0,0.1421,0.017,0.0,0.0,0.0513,0.0,0.1676,0.0,0.0243,0.0952,0.0517,0.1054,0.1411,0.9088,0.0033,0.0354,0.0,0.0027,0.0,0.1401,0.0403,0.1804
C3N-01715,0.0,0.0,0.0732,0.1328,0.0066,0.0,0.0347,0.0685,0.0,0.1602,0.1537,0.1383,0.0094,0.0405,0.0,0.0,0.0283,0.0397,0.0097,0.0,0.3668,0.0,0.0,0.0,0.0057,0.0,0.0573,0.0618,0.0,0.3213,0.0915,0.0176,0.0445,0.0003,0.0,0.0033,0.0005,0.0021,0.0114,0.0,0.0,0.035,0.0001,0.0,0.0,0.0115,0.0114,0.0,0.0,0.0,0.0,0.2733,0.0693,0.0297,0.6334,0.0113,0.1661,0.0269,0.4546,0.0,0.0249,0.0,0.044,0.0574,0.2553,0.0048,0.2601
C3N-01716,0.0049,0.0,0.0,0.0207,0.0,0.0,0.0386,0.002,0.0089,0.0032,0.0,0.0017,0.0071,0.0109,0.0,0.0,0.0132,0.0,0.0124,0.0001,0.5823,0.0,0.0,0.0576,0.1197,0.0,0.1174,0.0473,0.0,0.6746,0.0452,0.0141,0.0227,0.0,0.0008,0.0047,0.0,0.0,0.0124,0.0,0.0,0.0269,0.0021,0.0052,0.0,0.0556,0.0032,0.0,0.0,0.039,0.0,0.1868,0.0132,0.0368,0.0443,0.0,0.0458,0.0283,0.0036,0.0,0.0154,0.0,0.0042,0.0,0.0441,0.0086,0.0527
C3N-01719,0.0601,0.0747,0.0672,0.0493,0.0409,0.0322,0.0509,0.0694,0.0191,0.0725,0.0865,0.0136,0.0121,0.0,0.0,0.0763,0.0242,0.0288,0.0422,0.0,0.3022,0.0,0.2565,0.0391,0.2975,0.0013,0.0378,0.0082,0.0,0.3626,0.0281,0.0,0.0288,0.0095,0.0032,0.0137,0.0,0.0044,0.0301,0.0079,0.0,0.0424,0.0008,0.008,0.0,0.1114,0.0168,0.0,0.223,0.0077,0.0074,0.1889,0.0,0.0,0.1226,0.0891,0.1944,0.0645,0.1803,0.0104,0.0234,0.0038,0.0,0.0,0.1901,0.1794,0.3695
C3N-01900,0.0081,0.0,0.0,0.0,0.0,0.0,0.0188,0.01,0.0168,0.0518,0.0326,0.0243,0.0051,0.0,0.0,0.0338,0.0,0.0151,0.0093,0.0,0.2886,0.0,0.0987,0.0773,0.3069,0.0,0.0313,0.0124,0.0,0.5286,0.0149,0.0,0.0236,0.0124,0.0028,0.0099,0.0,0.0,0.0,0.0,0.0,0.0043,0.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0094,0.0,0.2251,0.0,0.0,0.0298,0.0013,0.1241,0.2077,0.0741,0.0009,0.0,0.0,0.0,0.0,0.0628,0.058,0.1209
C3N-01907,0.015,0.0071,0.0,0.0,0.0,0.0,0.0,0.0,0.0094,0.0171,0.0011,0.0056,0.0048,0.0053,0.0,0.052,0.0015,0.0,0.0059,0.0,0.2245,0.0,0.1219,0.0366,0.3191,0.0,0.0123,0.0108,0.0,0.5478,0.0058,0.0,0.0162,0.0,0.006,0.0077,0.0,0.0,0.0,0.0,0.0,0.0021,0.0307,0.0,0.0,0.0433,0.0049,0.0,0.0,0.0066,0.0,0.3131,0.0,0.0,0.0097,0.0,0.0404,0.1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0153,0.0714,0.0867
C3N-01997,0.0,0.0,0.0,0.0357,0.0,0.0,0.0559,0.0034,0.0,0.0116,0.0083,0.014,0.0067,0.0045,0.0,0.0,0.0,0.0,0.0032,0.0,0.4765,0.0,0.0,0.04,0.1503,0.0,0.0497,0.0397,0.0,0.6292,0.0253,0.0028,0.0307,0.0,0.0005,0.0081,0.0,0.0,0.0,0.0,0.0,0.0158,0.0082,0.0,0.0,0.0519,0.0018,0.0,0.0,0.0166,0.0,0.1103,0.0026,0.0025,0.043,0.0,0.0789,0.0634,0.0,0.0011,0.0073,0.0,0.0045,0.0,0.0246,0.0016,0.0262
C3N-01998,0.0,0.0,0.0168,0.0151,0.0,0.0,0.0494,0.0149,0.0,0.0149,0.0101,0.04,0.0028,0.0051,0.0,0.0,0.0189,0.0,0.0,0.0,0.4916,0.0,0.0,0.0454,0.1167,0.0,0.0525,0.0163,0.0,0.6752,0.0317,0.0147,0.0203,0.0,0.0008,0.0064,0.0104,0.0,0.0,0.0,0.0,0.0239,0.0024,0.0,0.0,0.0279,0.019,0.0,0.0,0.0241,0.0,0.1544,0.0186,0.0,0.0867,0.0,0.1232,0.0093,0.0,0.0,0.0,0.0,0.0483,0.0,0.0423,0.0,0.0423
C3N-02010,0.0,0.0,0.0,0.005,0.0029,0.0069,0.0535,0.0167,0.0,0.0106,0.0089,0.0,0.0049,0.0243,0.0,0.0,0.0,0.0,0.0,0.0,0.6786,0.0,0.0,0.0219,0.1059,0.0,0.0782,0.0438,0.0,0.1747,0.0032,0.0039,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0044,0.0,0.0103,0.0008,0.0,0.0183,0.0266,0.0161,0.0064,0.0,0.0396,0.0,0.2634,0.0021,0.0249,0.09,0.0,0.0,0.0156,0.0332,0.0,0.0,0.0,0.0,0.0,0.0111,0.0,0.0111
C3N-02295,0.0435,0.0,0.0,0.0278,0.003,0.0,0.0534,0.0305,0.0115,0.1041,0.0867,0.0349,0.003,0.0011,0.0,0.0631,0.0061,0.0167,0.0136,0.0,0.3285,0.0,0.2579,0.0544,0.311,0.0021,0.0245,0.0173,0.0,0.4487,0.0163,0.0,0.024,0.0074,0.0055,0.0142,0.0,0.0015,0.0052,0.0,0.0,0.0392,0.0204,0.0,0.0,0.0721,0.0037,0.0,0.0,0.0096,0.0,0.2753,0.0,0.0,0.0958,0.0061,0.1247,0.2041,0.0824,0.0018,0.002,0.0,0.0,0.0,0.1018,0.1575,0.2593
C3N-02573,0.0029,0.0,0.0,0.0146,0.0,0.0,0.0116,0.0036,0.0,0.0013,0.0012,0.0,0.0,0.0102,0.0,0.0216,0.0,0.0325,0.0,0.0,0.6079,0.0,0.0,0.0293,0.1331,0.0,0.1203,0.0037,0.0,0.4513,0.0303,0.0,0.0214,0.0043,0.0003,0.0052,0.0,0.0,0.0215,0.0,0.0,0.0132,0.0088,0.0,0.0,0.0,0.0017,0.0,0.0,0.0364,0.0,0.1487,0.0061,0.0,0.0232,0.0141,0.1107,0.0373,0.4139,0.0,0.0,0.0,0.0027,0.0,0.0599,0.0014,0.0614
C3N-02579,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,0.0001,0.0,0.0,0.0,0.0,0.0038,0.0232,0.0,0.0,0.0,0.0,0.0,0.0,0.6689,0.0,0.0,0.0392,0.0613,0.0,0.1413,0.0238,0.0,0.7565,0.0054,0.0,0.0001,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0205,0.0015,0.0,0.0,0.0124,0.0042,0.0,0.0,0.0681,0.0,0.1833,0.0014,0.003,0.0794,0.0,0.0,0.0033,0.1242,0.0,0.0,0.0,0.0001,0.0,0.0036,0.0,0.0036
C3N-02585,0.0188,0.0192,0.0168,0.0,0.0,0.0,0.016,0.0175,0.0,0.051,0.0424,0.0188,0.0051,0.0281,0.0,0.0526,0.0064,0.0052,0.0,0.0,0.6431,0.0,0.0474,0.0335,0.1077,0.0,0.1634,0.0219,0.0,0.1923,0.0105,0.0,0.0121,0.0,0.0019,0.0033,0.0044,0.0074,0.0,0.0055,0.0,0.0053,0.0058,0.0,0.0,0.0,0.0028,0.0,0.0,0.0582,0.0,0.3406,0.0017,0.0,0.1252,0.0,0.0358,0.1017,0.0954,0.0,0.0,0.0009,0.0,0.0,0.0557,0.0331,0.0888
C3N-02589,0.0087,0.0,0.0,0.0,0.0,0.0,0.0069,0.0206,0.0,0.033,0.0347,0.0044,0.0028,0.0172,0.0,0.0219,0.0,0.0014,0.0,0.0,0.4873,0.0,0.0351,0.0532,0.2007,0.0,0.0563,0.0049,0.0,0.5396,0.0175,0.0,0.017,0.0,0.0022,0.0084,0.0,0.0,0.0,0.0,0.0,0.0055,0.0145,0.0,0.0,0.0197,0.0045,0.0,0.0,0.0348,0.0,0.2426,0.0014,0.0,0.0327,0.0004,0.0234,0.0504,0.1095,0.0,0.0,0.0,0.0,0.0,0.0346,0.0219,0.0565
C3N-02592,0.0193,0.1162,0.2,0.0,0.0,0.0134,0.0229,0.0427,0.0317,0.0591,0.0366,0.0236,0.0,0.0159,0.0,0.0437,0.0352,0.0177,0.035,0.0,0.49,0.0,0.0579,0.0334,0.2383,0.0,0.0611,0.0131,0.0,0.331,0.0188,0.0,0.0202,0.0009,0.0062,0.0018,0.0701,0.0,0.0,0.0057,0.0,0.0284,0.0009,0.0,0.0,0.0476,0.0139,0.0,0.0,0.0147,0.0,0.3289,0.0106,0.0051,0.0691,0.0,0.1025,0.0648,0.148,0.0106,0.0272,0.0329,0.0036,0.0115,0.1977,0.0561,0.2538
C3N-02768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0128,0.0,0.0,0.0,0.0,0.0091,0.028,0.0,0.0,0.0,0.0014,0.0014,0.0,0.5985,0.0,0.0,0.0643,0.1754,0.0,0.1569,0.0583,0.0,0.6042,0.0131,0.0,0.0057,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0219,0.0016,0.0,0.0,0.0,0.0127,0.0,0.0,0.0146,0.0,0.2275,0.0,0.0286,0.177,0.0,0.0405,0.0478,0.0699,0.0,0.0,0.0,0.0,0.0,0.0097,0.0007,0.0104
C3N-02940,0.0087,0.0,0.0005,0.0205,0.0013,0.0,0.0888,0.0374,0.0,0.0482,0.0733,0.0109,0.001,0.0138,0.0,0.0,0.0033,0.018,0.0,0.0,0.5803,0.0,0.0,0.0528,0.1359,0.0,0.0881,0.024,0.0,0.4867,0.0215,0.0018,0.0148,0.0001,0.0017,0.0056,0.0007,0.0,0.0,0.0,0.0,0.0144,0.0034,0.0037,0.0,0.0,0.0079,0.0022,0.0,0.0524,0.0,0.166,0.0,0.0,0.1121,0.0,0.1291,0.0838,0.0975,0.0,0.0,0.0,0.0,0.0,0.0622,0.0044,0.0666
C3N-02944,0.0054,0.0,0.1405,0.0,0.0107,0.0,0.0412,0.042,0.0,0.0316,0.0337,0.0162,0.0014,0.0101,0.0,0.067,0.0531,0.0467,0.0,0.0,0.5636,0.0,0.1004,0.0433,0.0778,0.0,0.12,0.0302,0.0,0.2222,0.0441,0.0121,0.0223,0.0009,0.0006,0.0125,0.0394,0.0175,0.0214,0.0,0.0,0.0205,0.0041,0.0,0.0,0.0,0.0277,0.0,0.0,0.0551,0.0,0.2541,0.0126,0.0,0.1446,0.0314,0.1835,0.1291,0.4764,0.0,0.0,0.0081,0.0171,0.0122,0.1973,0.0529,0.2502
C3N-02971,0.0529,0.0075,0.1767,0.0168,0.0,0.0009,0.0407,0.022,0.0147,0.06,0.0573,0.0149,0.0026,0.0067,0.0,0.0461,0.0329,0.0242,0.0149,0.0,0.4701,0.0,0.0851,0.0658,0.1784,0.0,0.0615,0.0124,0.0,0.2963,0.0207,0.0,0.0181,0.0063,0.0026,0.0053,0.0663,0.0,0.0391,0.0016,0.0,0.0191,0.0018,0.0,0.0,0.0,0.0418,0.0,0.0,0.0356,0.0,0.3214,0.0069,0.0,0.0453,0.0046,0.0971,0.1072,0.1912,0.0054,0.0102,0.0217,0.0,0.0046,0.218,0.0764,0.2944
C3N-02998,0.247,0.0,0.2193,0.1079,0.0207,0.0077,0.0734,0.1276,0.027,0.2267,0.1911,0.1032,0.0201,0.0134,0.0,0.0,0.0604,0.0233,0.0414,0.0,0.3562,0.0,0.1756,0.0194,0.2028,0.0027,0.041,0.0295,0.0,0.0429,0.0143,0.0,0.0289,0.0101,0.0045,0.0089,0.0766,0.014,0.0129,0.0,0.0,0.0533,0.0013,0.0019,0.0,0.0025,0.0213,0.0,0.0203,0.0302,0.0024,0.219,0.0247,0.0,0.1719,0.0393,0.1495,0.2184,0.1065,0.0091,0.0268,0.0208,0.0081,0.0018,0.3528,0.232,0.5848
C3N-03000,0.0046,0.143,0.0,0.0,0.0,0.0,0.0,0.0,0.0001,0.0025,0.0,0.0,0.0105,0.0192,0.0,0.0059,0.0,0.009,0.0,0.0,0.4634,0.0,0.1286,0.0276,0.0532,0.0,0.1233,0.0383,0.0,0.3328,0.0146,0.0,0.0025,0.0091,0.0003,0.0051,0.0,0.0,0.0116,0.0017,0.0,0.007,0.0013,0.0,0.0261,0.1023,0.0065,0.0,0.0,0.0313,0.0,0.4018,0.0,0.0072,0.0696,0.0012,0.0118,0.0003,0.1899,0.0,0.0,0.0,0.0,0.0,0.0312,0.0666,0.0978
C3N-03006,0.0072,0.0,0.0,0.0326,0.0,0.0,0.0439,0.0237,0.0,0.0139,0.0074,0.0,0.003,0.0022,0.0,0.0312,0.0,0.0174,0.0,0.0,0.5205,0.0,0.1083,0.0608,0.1738,0.0058,0.0792,0.0104,0.0,0.4311,0.006,0.0,0.0019,0.0,0.002,0.0098,0.0,0.0,0.0,0.0,0.0,0.0069,0.0071,0.0,0.0,0.0,0.0108,0.0,0.0,0.042,0.0,0.1903,0.0,0.0,0.0823,0.0226,0.1009,0.1023,0.2431,0.0,0.0,0.0,0.0,0.0,0.0249,0.0578,0.0826
C3N-03007,0.0093,0.0677,0.0,0.0,0.0,0.0,0.0073,0.0044,0.0,0.0,0.0,0.0,0.0022,0.0087,0.0,0.0599,0.0027,0.0075,0.0,0.0,0.5848,0.0,0.1105,0.0427,0.1227,0.0,0.1128,0.0244,0.0,0.2848,0.0238,0.0,0.0115,0.0009,0.0008,0.0055,0.0,0.0,0.0111,0.0035,0.0,0.011,0.0029,0.0,0.0,0.1438,0.0088,0.0,0.0,0.0294,0.0,0.4179,0.0,0.0,0.0564,0.0,0.0363,0.0129,0.1513,0.0,0.0,0.0,0.005,0.0,0.0289,0.0599,0.0888
C3N-03039,0.0,0.0,0.0,0.0,0.0,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0222,0.0,0.0,0.0,0.0,0.0,0.0,0.6978,0.0,0.0,0.0514,0.0724,0.0,0.111,0.0102,0.0,0.6185,0.0082,0.0,0.0079,0.0,0.0017,0.0048,0.0,0.0085,0.0,0.0,0.0,0.0136,0.0028,0.0003,0.0,0.0,0.0051,0.0,0.0,0.0561,0.0,0.0884,0.0048,0.0,0.0371,0.0,0.0,0.0293,0.1752,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0057
C3N-03061,0.0,0.0324,0.004,0.0071,0.0,0.0,0.0146,0.0113,0.0,0.0041,0.002,0.0062,0.0,0.0113,0.0,0.0,0.0114,0.0219,0.0,0.0,0.5491,0.0,0.0,0.0571,0.0822,0.0,0.107,0.0018,0.0,0.6883,0.0319,0.0056,0.0075,0.0,0.0002,0.0068,0.0,0.0,0.0162,0.0,0.0,0.0151,0.0012,0.0015,0.0,0.0288,0.0154,0.0,0.0,0.0476,0.0,0.1778,0.0,0.0,0.1292,0.023,0.0772,0.014,0.3261,0.0,0.0,0.0,0.0199,0.0,0.0531,0.0,0.0531
C3N-03069,0.0047,0.1418,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007,0.0156,0.0,0.0639,0.0,0.0105,0.0563,0.0,0.3986,0.0,0.1719,0.0056,0.1427,0.0,0.0595,0.0057,0.0,0.3045,0.0182,0.0,0.008,0.0,0.0016,0.0071,0.0,0.0,0.0208,0.0071,0.0,0.0,0.0037,0.0021,0.0199,0.1374,0.0015,0.0,0.0,0.0238,0.0,0.3964,0.0,0.0,0.0607,0.0,0.0046,0.0114,0.2675,0.0105,0.0174,0.0,0.0079,0.0,0.0344,0.1164,0.1508
C3N-03086,0.0069,0.0,0.0,0.0,0.0,0.0,0.0013,0.0014,0.0,0.0108,0.0137,0.0,0.0,0.0112,0.0,0.0244,0.0,0.0195,0.0,0.0,0.5392,0.0,0.095,0.0481,0.2004,0.0,0.1023,0.0138,0.0,0.6192,0.0009,0.0,0.0,0.0,0.0016,0.0071,0.0,0.0,0.0,0.0,0.0,0.0036,0.0089,0.0,0.0,0.0772,0.0064,0.0,0.0,0.0567,0.0,0.3059,0.0,0.0,0.0279,0.0048,0.0546,0.1896,0.3685,0.0,0.0,0.0,0.0,0.0,0.0208,0.051,0.0718
C3N-03173,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0109,0.0,0.01,0.0132,0.0,0.0018,0.0137,0.0,0.0427,0.0009,0.0014,0.0,0.0,0.5621,0.0,0.092,0.0388,0.1682,0.0028,0.0572,0.0045,0.0,0.4042,0.0077,0.0,0.0034,0.0,0.0016,0.0078,0.0,0.0,0.0,0.0,0.0,0.0057,0.0144,0.0,0.0,0.0019,0.0021,0.0,0.0,0.0325,0.0,0.2256,0.0,0.0,0.0571,0.0145,0.0553,0.0039,0.0798,0.0,0.0,0.0,0.0,0.0,0.0127,0.0488,0.0616
C3N-03190,0.0,0.0,0.0,0.0035,0.0,0.0,0.0294,0.0149,0.0,0.0072,0.0064,0.0,0.0056,0.0245,0.0,0.0,0.0,0.0,0.0,0.0,0.5877,0.0,0.0,0.0454,0.0993,0.0,0.0783,0.0095,0.0,0.53,0.0105,0.0,0.0112,0.0018,0.0011,0.0015,0.0,0.0,0.0,0.0,0.0,0.0214,0.0048,0.0,0.0,0.0,0.0121,0.0,0.0,0.0139,0.0,0.1367,0.0,0.0,0.076,0.0,0.0035,0.0254,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.0,0.013
C3N-03211,0.0042,0.0,0.0,0.0,0.0,0.0,0.0538,0.022,0.0,0.0394,0.0439,0.0098,0.0,0.0022,0.0,0.0306,0.0,0.0,0.0,0.0,0.5518,0.0,0.1037,0.0544,0.2838,0.0036,0.071,0.0028,0.0,0.478,0.0113,0.0,0.0096,0.0006,0.0034,0.0095,0.0,0.0094,0.0,0.0,0.0,0.0024,0.0102,0.0,0.0,0.0,0.0353,0.0,0.0,0.0299,0.0,0.2227,0.0,0.0,0.0413,0.0,0.0456,0.0642,0.0009,0.0032,0.0,0.0,0.0,0.0,0.0342,0.054,0.0882
C3N-03426,0.0,0.0,0.0495,0.1661,0.0,0.0,0.0,0.0592,0.0,0.0407,0.053,0.024,0.009,0.0499,0.0,0.0,0.0188,0.0027,0.0011,0.0,0.5018,0.0,0.0,0.0,0.0119,0.0,0.0675,0.0483,0.0,0.1715,0.0758,0.0303,0.0299,0.0025,0.0,0.0043,0.0133,0.0,0.0304,0.0,0.0,0.1643,0.0,0.0747,0.0,0.0224,0.0179,0.0,0.0,0.0333,0.0,0.0898,0.0314,0.0226,0.3615,0.0,0.0561,0.0022,0.1716,0.0,0.003,0.0,0.0688,0.0423,0.1842,0.0006,0.1848
C3N-03428,0.0032,0.0,0.9154,0.0883,0.0908,0.0429,0.0,0.229,0.1862,0.2378,0.2021,0.0858,0.0282,0.0182,0.0,0.0,0.1903,0.094,0.0135,0.0,0.4067,0.0,0.0697,0.0606,0.0994,0.0,0.0691,0.0013,0.0,0.231,0.0323,0.0055,0.0112,0.016,0.0079,0.0065,0.3196,0.0,0.0,0.0,0.0,0.0487,0.003,0.0,0.0,0.0322,0.0475,0.0012,0.0,0.0472,0.0,0.1622,0.0508,0.0,0.1876,0.0678,0.2358,0.5447,0.5059,0.0024,0.0095,0.1417,0.0294,0.1182,0.9242,0.0432,0.9674
C3N-03430,0.005,0.1123,0.0117,0.0,0.0,0.0,0.0,0.0132,0.0,0.0063,0.0049,0.0099,0.0051,0.0278,0.0,0.0058,0.0008,0.0223,0.0187,0.0,0.5361,0.0,0.0,0.0871,0.0464,0.0,0.1505,0.0313,0.0,0.2495,0.0489,0.0091,0.0206,0.0042,0.0025,0.0055,0.0,0.0,0.0411,0.0,0.0,0.0105,0.0002,0.0011,0.0,0.0657,0.006,0.0008,0.0,0.0441,0.0,0.3466,0.0154,0.0,0.1625,0.0,0.043,0.0477,0.4046,0.0038,0.0068,0.0,0.0168,0.0016,0.0904,0.0119,0.1022
C3N-03439,0.0083,0.0,0.0856,0.0,0.0115,0.0,0.0593,0.0442,0.0141,0.0495,0.0605,0.0216,0.0047,0.0037,0.0,0.0304,0.0261,0.0094,0.0236,0.006,0.5221,0.0,0.004,0.056,0.1496,0.0,0.0634,0.0231,0.0,0.2718,0.0664,0.0055,0.0799,0.0091,0.0055,0.0087,0.0338,0.0,0.0084,0.0,0.0,0.005,0.0036,0.0006,0.0,0.0417,0.0149,0.0062,0.0,0.0436,0.0,0.3193,0.0036,0.0,0.1131,0.0,0.0467,0.1232,0.2431,0.0069,0.0124,0.0044,0.0255,0.0,0.1643,0.018,0.1823
C3N-03440,0.0078,0.0,0.0,0.0,0.0,0.0,0.0281,0.0055,0.0,0.0044,0.0,0.0,0.0016,0.0073,0.0,0.0,0.0,0.0115,0.0,0.0029,0.4487,0.0,0.0167,0.101,0.2204,0.0,0.0475,0.0215,0.0,0.7083,0.0348,0.0,0.0443,0.0016,0.0016,0.0089,0.0,0.0,0.0149,0.0,0.0,0.0127,0.0048,0.0044,0.0,0.0,0.0048,0.0,0.0,0.0279,0.0,0.2109,0.0,0.0,0.0496,0.0,0.0422,0.1595,0.1248,0.0,0.0,0.0,0.0,0.0,0.0497,0.0122,0.0619
C3N-03665,0.0041,0.0,0.0234,0.0,0.0,0.0,0.0584,0.0185,0.0,0.0292,0.0362,0.0071,0.0,0.0048,0.0,0.0,0.0251,0.0098,0.0,0.0,0.6088,0.0,0.0,0.0608,0.1331,0.0,0.0852,0.0,0.0,0.5034,0.0178,0.0,0.0238,0.0074,0.0008,0.0052,0.0066,0.0,0.0087,0.0,0.0,0.0264,0.0044,0.0037,0.0,0.0,0.0071,0.0,0.0,0.041,0.0,0.1861,0.0,0.0,0.0513,0.0,0.0331,0.1268,0.2494,0.0,0.0,0.0,0.0022,0.0,0.0667,0.002,0.0687
C3N-03666,0.0095,0.0081,0.0,0.0,0.0,0.0,0.039,0.0108,0.0005,0.0,0.0121,0.0,0.0017,0.0106,0.0,0.0448,0.0,0.0,0.0,0.0,0.5509,0.0,0.0436,0.0265,0.1059,0.0,0.0633,0.0095,0.0,0.3145,0.0512,0.0084,0.0382,0.0,0.001,0.0095,0.0,0.0,0.0098,0.0,0.0,0.004,0.0047,0.0,0.0,0.0529,0.0084,0.0,0.0,0.0355,0.0,0.3123,0.0049,0.0,0.0254,0.0098,0.0078,0.0,0.0573,0.0,0.0,0.0,0.0106,0.0,0.0407,0.0266,0.0672
C3N-03670,0.0417,0.0,0.0638,0.0,0.0231,0.0016,0.057,0.0417,0.0527,0.0654,0.0619,0.0108,0.0039,0.0016,0.0,0.0402,0.009,0.0395,0.0,0.0,0.4246,0.0,0.0448,0.0596,0.2513,0.0,0.0422,0.0,0.0,0.5617,0.0233,0.0,0.0255,0.0007,0.0026,0.0112,0.0247,0.0,0.0036,0.0,0.0,0.0267,0.0108,0.0,0.0,0.0,0.012,0.0004,0.0,0.0178,0.0,0.1996,0.0,0.0,0.0361,0.0091,0.178,0.1634,0.2695,0.0,0.0,0.0102,0.0,0.0,0.1463,0.0432,0.1895
C3N-03754,0.0,0.0591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0,0.0,0.0,0.0,0.0,0.0,0.5743,0.0,0.0,0.0443,0.1487,0.0,0.0572,0.0094,0.0,0.5951,0.0035,0.0,0.0023,0.0,0.0003,0.0,0.0,0.0281,0.0,0.0,0.0,0.0068,0.0013,0.0,0.0,0.0,0.0087,0.0,0.0,0.0321,0.0,0.1766,0.0,0.0046,0.0603,0.0,0.0,0.0,0.0288,0.0,0.0,0.0,0.0,0.0,0.0023,0.0,0.0023
C3N-03780,0.0071,0.0,0.0,0.0,0.0,0.0,0.0204,0.0036,0.0,0.0044,0.0,0.0,0.0,0.0087,0.0,0.0,0.0,0.0193,0.0,0.0,0.5753,0.0,0.0057,0.0382,0.2059,0.0,0.0947,0.0075,0.0,0.6115,0.0099,0.0,0.0063,0.0,0.004,0.0079,0.0,0.0006,0.004,0.0,0.0,0.007,0.0134,0.0,0.0,0.0214,0.0042,0.0,0.0,0.0426,0.0,0.1986,0.0,0.0,0.0267,0.0,0.0969,0.2079,0.1858,0.0,0.0,0.0,0.0,0.0,0.0251,0.0064,0.0315
C3N-03839,0.0049,0.0,0.0,0.0004,0.0033,0.0,0.0274,0.0261,0.0,0.0243,0.0304,0.0065,0.0,0.0461,0.0,0.0119,0.0,0.0353,0.0,0.0,0.5775,0.0,0.0139,0.0214,0.0849,0.0,0.0662,0.0583,0.0,0.242,0.0101,0.0,0.0025,0.0044,0.0035,0.0031,0.0,0.0,0.0,0.0,0.0,0.0136,0.003,0.0,0.0,0.1231,0.0129,0.0,0.0,0.03,0.0,0.3078,0.007,0.0,0.1429,0.0014,0.0371,0.0784,0.4634,0.0,0.0,0.0,0.0069,0.0,0.0516,0.0094,0.061
C3N-03840,0.0025,0.0,0.0,0.0117,0.0,0.0,0.032,0.0094,0.0,0.0115,0.0121,0.0022,0.0,0.0095,0.0,0.0,0.0037,0.0035,0.0,0.0,0.5689,0.0,0.0,0.0579,0.1779,0.0,0.0908,0.0137,0.0,0.6596,0.0148,0.0,0.0093,0.0003,0.0011,0.0063,0.0,0.0,0.0,0.0,0.0,0.0129,0.0062,0.0,0.0,0.0,0.0253,0.0,0.0,0.0376,0.0,0.1817,0.008,0.0,0.0458,0.0052,0.092,0.0197,0.0493,0.0,0.0,0.0,0.0024,0.0,0.0201,0.0012,0.0213
C3N-03853,0.0,0.0,0.0,0.0059,0.0,0.0087,0.0024,0.007,0.0008,0.0006,0.0,0.0,0.0004,0.0066,0.0,0.0,0.0,0.0,0.0,0.0,0.5485,0.0,0.0,0.0368,0.1132,0.0,0.1142,0.0188,0.0,0.6164,0.0082,0.0,0.0055,0.0,0.0,0.0079,0.0,0.0,0.0,0.0,0.0,0.0146,0.0068,0.0,0.0,0.0766,0.0091,0.0,0.0,0.0317,0.0,0.1458,0.003,0.0101,0.0241,0.0122,0.0473,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0059,0.0,0.0059
