Patient_ID,Adipocytes,Astrocytes,B-cells,Basophils,CD4+ T-cells,CD4+ Tcm,CD4+ Tem,CD4+ memory T-cells,CD4+ naive T-cells,CD8+ T-cells,CD8+ Tcm,CD8+ Tem,CD8+ naive T-cells,CLP,CMP,Chondrocytes,Class-switched memory B-cells,DC,Endothelial cells,Eosinophils,Epithelial cells,Erythrocytes,Fibroblasts,GMP,HSC,Hepatocytes,Keratinocytes,MEP,MPP,MSC,Macrophages,Macrophages M1,Macrophages M2,Mast cells,Megakaryocytes,Melanocytes,Memory B-cells,Mesangial cells,Monocytes,Myocytes,NK cells,NKT,Neurons,Neutrophils,Osteoblast,Pericytes,Plasma cells,Platelets,Preadipocytes,Sebocytes,Skeletal muscle,Smooth muscle,Tgd cells,Th1 cells,Th2 cells,Tregs,aDC,cDC,iDC,ly Endothelial cells,mv Endothelial cells,naive B-cells,pDC,pro B-cells,ImmuneScore,StromaScore,MicroenvironmentScore
C3L-00640,0.0046,0.0132,0.1488,0.0629,0.0,0.0345,0.0435,0.0154,0.0,0.004,0.0029,0.0,0.0012,0.0,0.0,0.0407,0.0693,0.1173,0.0,0.0,0.6214,0.0,0.0138,0.0156,0.0512,0.0,0.0817,0.005,0.0,0.448,0.041,0.0014,0.0276,0.0059,0.0,0.0091,0.0441,0.0047,0.0607,0.0,0.0,0.0835,0.0003,0.0116,0.0,0.1046,0.0087,0.0,0.0,0.0524,0.0,0.0637,0.0099,0.0,0.0123,0.0374,0.224,0.4202,0.8617,0.0,0.0,0.0089,0.0117,0.0095,0.2595,0.0092,0.2687
C3L-00819,0.0044,0.0,0.0,0.0,0.0,0.0007,0.0117,0.0,0.0,0.0,0.0,0.0,0.0001,0.0128,0.0,0.0,0.0,0.0,0.0,0.0,0.7063,0.0,0.0,0.0081,0.0973,0.0,0.1305,0.0284,0.0,0.721,0.0017,0.0,0.0019,0.0,0.0008,0.0043,0.0,0.0,0.0,0.0,0.0,0.0132,0.0019,0.0,0.0,0.0437,0.0087,0.0,0.0,0.0507,0.0,0.1855,0.0,0.0186,0.0556,0.0,0.0134,0.0014,0.0594,0.0,0.0,0.0,0.0,0.0,0.0011,0.0022,0.0033
C3L-00881,0.0067,0.0,0.1686,0.0,0.0106,0.0,0.0846,0.0629,0.0237,0.1614,0.1217,0.049,0.0095,0.0018,0.0,0.0217,0.0579,0.0461,0.0,0.0,0.4691,0.0,0.0425,0.0559,0.2015,0.0,0.0591,0.0102,0.0,0.5743,0.0268,0.0,0.0234,0.0025,0.0017,0.0074,0.0755,0.0,0.0,0.0,0.0,0.0139,0.007,0.0,0.0,0.0,0.0498,0.0,0.0,0.015,0.0,0.1801,0.0085,0.0,0.0912,0.0119,0.212,0.2763,0.2117,0.0,0.0,0.0,0.0006,0.0033,0.2773,0.0246,0.3019
C3L-00928,0.0101,0.0522,0.0739,0.0129,0.0073,0.0272,0.0518,0.0191,0.0,0.0036,0.0175,0.0,0.0001,0.0081,0.0,0.0458,0.0382,0.0342,0.0,0.0018,0.6102,0.0,0.0865,0.0122,0.0666,0.0012,0.1222,0.0253,0.0,0.272,0.0369,0.0012,0.0228,0.0034,0.0,0.0069,0.0168,0.0268,0.0287,0.0,0.0,0.02,0.0048,0.0006,0.0,0.1815,0.0146,0.0,0.0,0.061,0.0,0.2218,0.0028,0.0083,0.0132,0.0048,0.0879,0.0901,0.4938,0.0,0.0,0.002,0.0132,0.0,0.1269,0.0483,0.1752
C3L-01031,0.0,0.0,0.0123,0.0138,0.0003,0.0009,0.0678,0.0102,0.0,0.0234,0.0137,0.0033,0.003,0.0232,0.0,0.0,0.0158,0.0654,0.0,0.0,0.6243,0.0,0.0,0.0031,0.0506,0.0,0.1177,0.0442,0.0,0.325,0.0361,0.0,0.0242,0.0,0.0,0.0009,0.0,0.0,0.0065,0.0,0.0,0.0509,0.0013,0.0,0.0,0.0613,0.0166,0.0,0.0,0.043,0.0,0.184,0.0027,0.0217,0.0509,0.0,0.0814,0.1799,0.529,0.0,0.0,0.0,0.0035,0.0,0.096,0.0,0.096
C3L-01036,0.0,0.0,0.0057,0.0114,0.0,0.0435,0.0132,0.0,0.0091,0.0135,0.0,0.0,0.0,0.0,0.0,0.0,0.0087,0.0,0.0,0.0057,0.6547,0.0,0.0,0.0,0.0811,0.0009,0.0661,0.0,0.0,0.4644,0.0,0.0,0.0003,0.0,0.0005,0.0008,0.0,0.0194,0.0,0.0,0.0,0.0809,0.0012,0.0,0.0,0.0705,0.0,0.0,0.0,0.0268,0.0,0.0,0.0,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0009,0.0,0.0,0.0166,0.0,0.0166
C3L-01037,0.0018,0.0,0.0,0.0113,0.0,0.0003,0.0009,0.0142,0.0,0.0,0.0093,0.0,0.0011,0.0294,0.0,0.0107,0.0064,0.0437,0.011,0.0,0.6291,0.0,0.0,0.0567,0.132,0.0,0.2128,0.0387,0.0,0.5058,0.0044,0.0,0.0,0.0024,0.0008,0.0017,0.0,0.0,0.015,0.0,0.0,0.0399,0.0061,0.0,0.0,0.0,0.0028,0.0,0.0,0.0456,0.0,0.2703,0.0,0.0,0.0522,0.0276,0.0951,0.2282,0.3955,0.0005,0.0,0.0,0.0,0.0,0.0437,0.0064,0.0501
C3L-01051,0.0,0.0,0.0,0.0,0.0,0.0062,0.029,0.0,0.0,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0,0.0,0.0,0.5778,0.0,0.0,0.0206,0.186,0.0,0.0483,0.0037,0.0,0.7827,0.0007,0.0,0.0099,0.0,0.0034,0.0025,0.0,0.0,0.0,0.0,0.0,0.0322,0.0039,0.0,0.0,0.1388,0.0047,0.0,0.0,0.0276,0.0,0.0647,0.0,0.0108,0.0,0.0,0.0176,0.0016,0.0,0.0001,0.0,0.0,0.0,0.0,0.0005,0.0,0.0005
C3L-01052,0.0152,0.0,0.0,0.017,0.0,0.0,0.048,0.0,0.0,0.0186,0.0027,0.0,0.0072,0.0,0.0,0.0208,0.0062,0.0087,0.0077,0.0073,0.4737,0.0,0.033,0.0469,0.2423,0.0052,0.0615,0.0287,0.0,0.6802,0.0268,0.0001,0.0402,0.0,0.0015,0.0123,0.0,0.0,0.0,0.0,0.0,0.029,0.0181,0.0017,0.0,0.0277,0.0072,0.0,0.0,0.0326,0.0,0.0924,0.0,0.0097,0.0138,0.0,0.0709,0.0583,0.2044,0.0013,0.0102,0.0,0.0,0.0,0.0421,0.028,0.07
C3L-01053,0.0127,0.0,0.0,0.0556,0.0,0.0,0.0485,0.0,0.0,0.0226,0.0103,0.0,0.0,0.0,0.0,0.0111,0.0,0.0196,0.0,0.0028,0.5036,0.0,0.0926,0.0364,0.1778,0.005,0.0511,0.0187,0.0,0.7471,0.0282,0.0039,0.0279,0.0,0.0016,0.0063,0.0,0.0,0.0082,0.0,0.0,0.0278,0.0084,0.0004,0.0,0.0989,0.0151,0.0,0.0,0.0329,0.0,0.0548,0.0,0.0054,0.0131,0.0076,0.1123,0.072,0.2454,0.0009,0.0048,0.0,0.0,0.0,0.0545,0.0526,0.1072
C3L-01054,0.0096,0.0,0.0,0.0299,0.0,0.0,0.0669,0.0018,0.0,0.0038,0.0023,0.0,0.0,0.0053,0.0,0.0,0.0,0.0067,0.0,0.0041,0.583,0.0,0.0274,0.0162,0.1766,0.0006,0.0688,0.0288,0.0,0.719,0.0304,0.0013,0.0471,0.0,0.0004,0.0059,0.0,0.0,0.0,0.0,0.0,0.0184,0.0094,0.0,0.0,0.1087,0.0062,0.0,0.0,0.0403,0.0,0.0968,0.0,0.0197,0.0008,0.0,0.0026,0.0403,0.2605,0.0,0.0,0.0,0.0,0.0,0.03,0.0185,0.0485
C3L-01124,0.0046,0.0,0.0292,0.0,0.0008,0.0,0.0217,0.0143,0.0005,0.0301,0.0156,0.0077,0.0,0.0121,0.0,0.0444,0.0054,0.0373,0.0,0.0,0.5747,0.0,0.0514,0.0508,0.1159,0.0,0.0907,0.0146,0.0,0.2387,0.0055,0.0,0.0028,0.0176,0.0027,0.0077,0.0012,0.0,0.0069,0.0,0.0,0.0129,0.006,0.0076,0.0,0.0882,0.0326,0.0,0.0,0.0463,0.0,0.2927,0.01,0.0,0.0606,0.0179,0.1697,0.1028,0.254,0.0,0.0,0.0,0.0001,0.0,0.09,0.028,0.118
C3L-01328,0.0066,0.013,0.0,0.0713,0.0,0.0,0.0014,0.0019,0.0,0.0,0.0,0.0,0.0018,0.0345,0.0,0.0188,0.011,0.0603,0.0283,0.0,0.5835,0.0,0.0,0.0338,0.0614,0.0,0.1451,0.0427,0.0,0.45,0.0215,0.0,0.0212,0.0,0.0034,0.0063,0.0,0.054,0.0638,0.0,0.0,0.036,0.001,0.0,0.0,0.0,0.0032,0.0,0.0,0.0605,0.0,0.3067,0.0,0.0495,0.1491,0.0219,0.1325,0.1511,0.6076,0.0053,0.0329,0.0,0.0009,0.0042,0.0971,0.0174,0.1145
C3L-01453,0.0087,0.0343,0.1549,0.0092,0.0,0.0192,0.0076,0.0133,0.021,0.0255,0.0177,0.0017,0.0086,0.0121,0.0,0.1091,0.0636,0.0097,0.0,0.0,0.5557,0.0,0.1521,0.0141,0.1364,0.0,0.2538,0.0053,0.0,0.3112,0.0185,0.0022,0.014,0.0,0.0004,0.0058,0.0457,0.007,0.0146,0.0,0.0,0.0129,0.0047,0.0,0.0,0.1044,0.0324,0.0,0.0,0.0929,0.0,0.2629,0.003,0.0,0.0217,0.0148,0.104,0.038,0.0871,0.0,0.0012,0.015,0.0142,0.0039,0.1488,0.0804,0.2292
C3L-01598,0.0,0.0,0.0339,0.0,0.0,0.0,0.0458,0.0159,0.0,0.0,0.0044,0.0,0.0,0.0117,0.0,0.0677,0.0262,0.0371,0.0026,0.0,0.5592,0.0,0.1091,0.0384,0.0758,0.0,0.0796,0.0251,0.0,0.2196,0.0744,0.0192,0.0341,0.0,0.0011,0.0134,0.0,0.0087,0.0421,0.0002,0.0,0.0103,0.0074,0.0021,0.0,0.2039,0.041,0.0,0.0,0.0303,0.0,0.308,0.0072,0.005,0.0685,0.0099,0.0983,0.0291,0.3933,0.0,0.0,0.0,0.0053,0.0,0.1264,0.0558,0.1822
C3L-01637,0.0,0.0,0.0353,0.0299,0.0,0.0,0.0553,0.0084,0.0,0.0,0.0,0.0,0.0086,0.0164,0.0,0.0,0.0061,0.0165,0.0,0.0,0.6294,0.0,0.0,0.0338,0.0786,0.0,0.0837,0.0293,0.0,0.6211,0.0768,0.001,0.0628,0.0,0.0,0.0016,0.0187,0.0,0.0419,0.0,0.0,0.0093,0.0043,0.0,0.0,0.0,0.0197,0.0,0.0,0.0517,0.0,0.0728,0.0007,0.0079,0.0505,0.0,0.0546,0.0447,0.2842,0.0,0.0,0.0,0.0048,0.0027,0.1137,0.0,0.1137
C3L-01662,0.0,0.0,0.0,0.0061,0.0,0.0,0.0339,0.0058,0.0,0.0,0.0,0.0,0.0012,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,0.6181,0.0,0.0,0.0378,0.0761,0.0,0.0923,0.0243,0.0,0.5461,0.0148,0.0001,0.0104,0.0002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.002,0.0,0.0,0.0168,0.014,0.0,0.0,0.0517,0.0,0.1368,0.0022,0.0095,0.0606,0.0,0.0334,0.0155,0.0411,0.0,0.0,0.0,0.0009,0.0,0.01,0.0,0.01
C3L-01687,0.0064,0.0,0.0,0.0,0.0046,0.0,0.0505,0.0181,0.0,0.0088,0.0143,0.0,0.0024,0.0093,0.0,0.0115,0.0,0.009,0.0,0.0,0.6012,0.0,0.0,0.0414,0.1955,0.0,0.1133,0.024,0.0,0.4984,0.0097,0.0,0.0118,0.0,0.0034,0.0081,0.0,0.0,0.0,0.0,0.0,0.0046,0.0124,0.0,0.0,0.0,0.0116,0.0,0.0,0.0465,0.0,0.2153,0.0,0.0,0.0386,0.012,0.0954,0.1209,0.1967,0.0001,0.0,0.0,0.0,0.0,0.0214,0.0032,0.0246
C3L-01689,0.0077,0.1303,0.0,0.0009,0.0,0.0,0.0,0.0007,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0173,0.0017,0.0,0.0,0.0,0.5827,0.0,0.0328,0.0,0.0861,0.0,0.1159,0.0235,0.0,0.3388,0.0157,0.0,0.0079,0.0,0.0015,0.0045,0.0,0.0223,0.007,0.0,0.0,0.0054,0.0021,0.0032,0.0,0.0672,0.0007,0.0,0.0,0.052,0.0,0.2843,0.0,0.0049,0.0766,0.0,0.005,0.0028,0.0698,0.0,0.0,0.0,0.0,0.0,0.0173,0.0202,0.0375
C3L-01703,0.0068,0.0,0.0,0.0,0.0,0.0,0.0571,0.0121,0.0,0.0457,0.0481,0.0002,0.0019,0.0063,0.0,0.1005,0.0124,0.0396,0.0,0.0,0.5115,0.0,0.2159,0.0444,0.1963,0.0,0.0718,0.0511,0.0,0.2196,0.0307,0.0015,0.0259,0.0,0.0066,0.0156,0.0,0.0109,0.001,0.0,0.0,0.0383,0.0133,0.0,0.0,0.1797,0.0034,0.0,0.0,0.0384,0.0,0.3459,0.0001,0.0,0.0445,0.0042,0.0934,0.3278,0.4024,0.0,0.0,0.0,0.0,0.0,0.078,0.1114,0.1894
C3L-01971,0.0094,0.0,0.0,0.0,0.0021,0.0,0.0889,0.0267,0.0,0.0256,0.0515,0.0,0.0037,0.0097,0.0,0.0335,0.0095,0.0,0.0,0.0,0.5162,0.0,0.0105,0.0392,0.2143,0.0,0.0495,0.0179,0.0,0.5746,0.0166,0.0038,0.0151,0.0,0.0039,0.0088,0.0,0.0,0.0,0.0,0.0,0.0255,0.0109,0.0,0.0,0.0,0.0121,0.0,0.0,0.0216,0.0,0.2067,0.0,0.0,0.0753,0.0,0.0384,0.072,0.1381,0.0,0.0015,0.0,0.0,0.0,0.0295,0.01,0.0395
C3L-02109,0.0054,0.0087,0.0,0.0,0.0,0.0157,0.0187,0.0,0.0008,0.0,0.0,0.0,0.0,0.0045,0.0,0.0771,0.0,0.0071,0.0,0.0,0.6415,0.0,0.1437,0.0138,0.1119,0.0,0.1054,0.0002,0.0,0.4387,0.0057,0.0,0.0,0.0007,0.0015,0.0027,0.0,0.0,0.0,0.0,0.0,0.0227,0.006,0.0,0.0,0.2624,0.0049,0.0,0.0,0.0486,0.0,0.1726,0.0,0.0185,0.0,0.0008,0.0163,0.0068,0.2699,0.0,0.0,0.0,0.0,0.0,0.009,0.0745,0.0835
C3L-02112,0.0117,0.0,0.0782,0.0361,0.0,0.0,0.0534,0.0098,0.0016,0.0424,0.0438,0.0124,0.0031,0.0,0.0,0.0,0.0076,0.0632,0.0,0.0042,0.5443,0.0,0.0044,0.0763,0.2166,0.0067,0.0743,0.0338,0.0,0.6508,0.0298,0.0,0.0221,0.0,0.0041,0.0079,0.0711,0.0,0.0096,0.0,0.0,0.0285,0.0082,0.0,0.0,0.0828,0.0156,0.0,0.0,0.0374,0.0,0.0942,0.0,0.0,0.0268,0.0,0.1117,0.3886,0.6564,0.0015,0.0017,0.0035,0.0,0.0,0.1516,0.008,0.1597
C3L-02115,0.0149,0.0,0.0,0.0105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0085,0.0,0.0058,0.0,0.0,0.0,0.0,0.4776,0.0,0.1239,0.0454,0.1938,0.0141,0.0539,0.0387,0.0,0.5076,0.0,0.0,0.003,0.0033,0.0019,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0077,0.0,0.0,0.0155,0.0145,0.0,0.0,0.0287,0.0,0.2174,0.0,0.0174,0.0,0.0,0.0,0.0045,0.1116,0.0,0.0,0.0,0.0,0.0,0.0022,0.0694,0.0716
C3L-02116,0.0138,0.0,0.6074,0.0376,0.0414,0.0814,0.0477,0.0718,0.1102,0.0968,0.1258,0.0263,0.0,0.0,0.0,0.0577,0.0945,0.0136,0.0257,0.0,0.5352,0.0,0.1531,0.023,0.1654,0.0001,0.0536,0.0107,0.0,0.2562,0.0245,0.013,0.0202,0.0081,0.0031,0.0053,0.2398,0.0016,0.0,0.0,0.0,0.0405,0.0017,0.0,0.0,0.0778,0.0327,0.0,0.0,0.0348,0.0,0.0257,0.0,0.0,0.059,0.0036,0.12,0.0536,0.0942,0.0128,0.0419,0.0904,0.0036,0.0962,0.5279,0.0963,0.6242
C3L-02118,0.0,0.0,0.0,0.0002,0.0,0.0028,0.0326,0.0023,0.0,0.004,0.0,0.0,0.0008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6884,0.0,0.0,0.0335,0.1716,0.0,0.1848,0.0235,0.0,0.8035,0.0,0.0,0.0,0.0,0.0007,0.0038,0.0,0.0,0.0,0.0,0.0,0.0244,0.0029,0.0,0.0,0.0528,0.0255,0.0,0.0,0.0461,0.0,0.0264,0.0,0.0213,0.0183,0.0,0.0958,0.0476,0.0008,0.0,0.0,0.0,0.0,0.0,0.0027,0.0,0.0027
C3L-02463,0.0009,0.0,0.0,0.0639,0.0,0.0078,0.059,0.0048,0.0,0.0,0.0,0.0,0.0009,0.0051,0.0,0.0163,0.0,0.0621,0.0,0.0,0.7508,0.0,0.0,0.0381,0.0506,0.0,0.1721,0.0408,0.0,0.3857,0.0077,0.0,0.0,0.0,0.0034,0.0014,0.0,0.0182,0.0294,0.0,0.0,0.0319,0.0033,0.0,0.0,0.0862,0.0008,0.0,0.0,0.0917,0.0,0.0178,0.0007,0.0345,0.0251,0.0,0.0493,0.1989,0.8926,0.0,0.0,0.0,0.0,0.0,0.0661,0.0004,0.0666
C3L-02604,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0233,0.0,0.0,0.0009,0.0249,0.0,0.0,0.6511,0.0001,0.0,0.019,0.0005,0.0,0.0968,0.0448,0.0,0.2778,0.0489,0.0069,0.017,0.0008,0.0,0.0,0.0,0.0017,0.011,0.0,0.0,0.0662,0.0006,0.0,0.0,0.0596,0.0041,0.0,0.0,0.0403,0.0,0.1518,0.0051,0.0138,0.1488,0.0,0.0375,0.0226,0.3649,0.0,0.0,0.0,0.0018,0.0182,0.0577,0.0,0.0577
C3L-02606,0.0006,0.076,0.0,0.0627,0.0,0.0143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0229,0.0,0.0084,0.0054,0.0196,0.6751,0.0,0.0862,0.0942,0.0525,0.0,0.3068,0.0162,0.0,0.5161,0.0134,0.0,0.0132,0.0127,0.0008,0.0048,0.0,0.0023,0.0112,0.0056,0.0,0.001,0.0005,0.0042,0.0,0.1366,0.0029,0.0,0.0,0.1232,0.0,0.1329,0.0,0.0208,0.022,0.0,0.0568,0.0,0.1311,0.0022,0.0031,0.0,0.0,0.0,0.0463,0.0461,0.0924
C3L-02610,0.0092,0.0,0.0123,0.0,0.0,0.0023,0.0578,0.0113,0.0022,0.0032,0.015,0.0,0.0051,0.0027,0.0,0.0041,0.0391,0.0144,0.0,0.0,0.6541,0.0,0.0693,0.0303,0.1368,0.0,0.1101,0.0463,0.0,0.6692,0.0054,0.0,0.0016,0.0,0.003,0.0078,0.0,0.0,0.0,0.0,0.0,0.0189,0.0025,0.0,0.0,0.095,0.0093,0.0,0.0,0.0452,0.0,0.1259,0.0023,0.032,0.0234,0.004,0.13,0.0907,0.1038,0.0,0.0,0.0,0.0,0.0,0.0235,0.0392,0.0628
C3L-02613,0.0,0.0,0.0058,0.0815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0102,0.0,0.0142,0.0,0.0,0.0151,0.0347,0.0,0.0,0.6686,0.0,0.0,0.0,0.0,0.0,0.2033,0.0542,0.0,0.3158,0.0489,0.0182,0.0045,0.0,0.0,0.0,0.0,0.0,0.0113,0.0,0.0,0.0424,0.0,0.0,0.0,0.0351,0.0135,0.0,0.0,0.0905,0.0,0.0737,0.0519,0.1321,0.1098,0.0,0.1226,0.0442,0.3853,0.0,0.0,0.0,0.0317,0.0248,0.0671,0.0,0.0671
C3L-02701,0.0,0.0029,0.0,0.0037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0158,0.0,0.0721,0.0,0.0,0.0128,0.0,0.5791,0.0,0.1022,0.0257,0.1035,0.0,0.1046,0.0175,0.0,0.3975,0.0249,0.0,0.0319,0.0,0.0001,0.013,0.0,0.0082,0.0216,0.0145,0.0,0.0003,0.0073,0.0679,0.0,0.1262,0.0069,0.0,0.0,0.054,0.0,0.3059,0.0,0.0,0.0999,0.0,0.0,0.0264,0.0782,0.0009,0.0,0.0,0.0024,0.0,0.0763,0.0575,0.1338
C3L-02809,0.0143,0.0212,0.0,0.0,0.0,0.0,0.0,0.0032,0.0,0.0013,0.0,0.0,0.0003,0.0141,0.0,0.0929,0.0,0.0,0.0,0.0,0.5949,0.0,0.0526,0.0313,0.1446,0.0,0.1187,0.0105,0.0,0.2084,0.006,0.0,0.011,0.0003,0.0027,0.006,0.0,0.0218,0.0,0.0,0.0,0.0114,0.0066,0.0,0.0,0.1426,0.0,0.0,0.0,0.0186,0.0,0.3251,0.0,0.0,0.0311,0.0003,0.0057,0.0076,0.016,0.0,0.0,0.0,0.0,0.0,0.0051,0.0334,0.0385
C3L-02890,0.011,0.0,0.0064,0.0035,0.0008,0.0,0.017,0.0105,0.0127,0.0179,0.0072,0.0,0.0077,0.006,0.0,0.0122,0.0151,0.0269,0.0,0.0047,0.495,0.0,0.0001,0.0553,0.1556,0.0012,0.0604,0.0043,0.0,0.6139,0.0081,0.0,0.0034,0.0021,0.001,0.0042,0.0,0.0,0.0001,0.0,0.0,0.0203,0.0046,0.0,0.0,0.0364,0.008,0.0,0.0,0.0245,0.0,0.2331,0.001,0.0,0.0821,0.0164,0.1016,0.1896,0.1887,0.0,0.0,0.0,0.0,0.0,0.0447,0.0055,0.0502
C3L-02897,0.0096,0.0,0.0,0.0,0.0,0.0,0.0,0.0101,0.0,0.0003,0.0048,0.0,0.0,0.0226,0.0,0.0,0.0,0.0167,0.0,0.0,0.5791,0.0,0.0,0.0476,0.1979,0.0,0.1187,0.0193,0.0,0.7203,0.0152,0.0,0.0136,0.0,0.0032,0.0049,0.0,0.0,0.0,0.0,0.0,0.0084,0.0085,0.0,0.0,0.0169,0.0,0.0,0.0,0.0548,0.0,0.2296,0.0011,0.0,0.079,0.0,0.0263,0.0694,0.4052,0.0,0.0,0.0,0.0,0.0,0.0215,0.0048,0.0263
C3L-02899,0.0085,0.0,0.0,0.0068,0.0,0.0,0.0,0.0043,0.0,0.0,0.0004,0.0,0.0,0.0215,0.0,0.0343,0.0,0.037,0.0,0.0,0.605,0.0,0.047,0.0539,0.162,0.0,0.1487,0.0126,0.0,0.6069,0.022,0.0,0.0101,0.0,0.0005,0.0053,0.0,0.0,0.0186,0.0,0.0,0.0094,0.0041,0.0,0.0,0.0252,0.0006,0.0,0.0,0.051,0.0,0.2344,0.0,0.0065,0.0468,0.0145,0.106,0.0522,0.4654,0.0,0.0,0.0,0.0,0.0,0.0517,0.0278,0.0795
C3L-03123,0.0,0.0,0.1396,0.1581,0.0371,0.0141,0.0079,0.0998,0.0,0.0843,0.1119,0.0695,0.0028,0.008,0.0,0.0,0.0553,0.0675,0.0,0.0,0.4614,0.0,0.0,0.0906,0.0,0.0,0.0532,0.0239,0.0,0.2742,0.129,0.0418,0.0292,0.0094,0.0,0.0022,0.0492,0.0,0.0351,0.0,0.0084,0.0251,0.0,0.0,0.0,0.0063,0.0227,0.0,0.0,0.0068,0.0,0.1691,0.069,0.0806,0.2341,0.1185,0.1898,0.113,0.6063,0.0,0.0,0.0043,0.178,0.0409,0.3403,0.0,0.3403
C3L-03129,0.0078,0.0,0.0518,0.0516,0.0,0.0016,0.0339,0.0254,0.0217,0.0502,0.0595,0.0,0.0027,0.0003,0.0,0.0022,0.0369,0.0076,0.02,0.0,0.2367,0.0,0.0183,0.0616,0.2765,0.0,0.0092,0.0,0.0,0.4147,0.025,0.0024,0.0205,0.0059,0.0089,0.0053,0.0143,0.0,0.0,0.0,0.0,0.0054,0.0119,0.0,0.0,0.0,0.0209,0.0031,0.0,0.0097,0.0,0.1906,0.0,0.0,0.0456,0.0008,0.1164,0.0833,0.0149,0.0071,0.0072,0.0038,0.0,0.0,0.0937,0.023,0.1167
C3L-03356,0.0068,0.0,0.0257,0.0,0.0,0.0,0.041,0.0176,0.0,0.0379,0.0529,0.0198,0.0,0.0134,0.0,0.0594,0.0124,0.015,0.0,0.0,0.5872,0.0,0.1089,0.0477,0.1673,0.0,0.1124,0.0413,0.0,0.1885,0.0693,0.0187,0.0377,0.0088,0.0069,0.0095,0.0,0.021,0.0,0.0,0.0,0.0168,0.0063,0.0,0.0,0.108,0.0052,0.0,0.0,0.0399,0.0,0.2465,0.0019,0.0,0.1136,0.0,0.0784,0.1532,0.188,0.0,0.0,0.0,0.0,0.0,0.1045,0.0578,0.1623
C3L-03371,0.0118,0.0,0.0003,0.0335,0.005,0.0,0.0349,0.0494,0.0,0.0612,0.0776,0.0,0.0077,0.0129,0.0,0.0,0.0,0.035,0.0,0.0,0.2747,0.0,0.0245,0.0893,0.2254,0.0,0.0118,0.0138,0.0,0.4323,0.0395,0.0056,0.0247,0.0109,0.0004,0.0075,0.0,0.0,0.0,0.0,0.0,0.0236,0.0166,0.0,0.0,0.0,0.0199,0.0,0.0,0.0129,0.0,0.2061,0.0,0.0,0.0646,0.0316,0.1064,0.1732,0.2427,0.0,0.0,0.0,0.0,0.0,0.1013,0.0182,0.1194
C3L-03388,0.0031,0.0,0.0195,0.0376,0.0,0.0,0.0,0.0118,0.0,0.0133,0.015,0.0,0.0007,0.0194,0.0,0.0055,0.0,0.0,0.0,0.0,0.5304,0.0,0.076,0.041,0.0735,0.0,0.0743,0.0256,0.0,0.4008,0.0014,0.0,0.0025,0.0017,0.0004,0.0129,0.0011,0.0,0.0,0.0031,0.0,0.0,0.0035,0.0015,0.0,0.0,0.0351,0.0,0.0,0.0556,0.0,0.3257,0.0,0.0,0.1582,0.0,0.0,0.0057,0.0247,0.0,0.0,0.0004,0.0,0.0045,0.0249,0.0396,0.0645
C3L-03394,0.0425,0.0,0.3962,0.0175,0.0637,0.0473,0.0174,0.108,0.0972,0.1621,0.139,0.0099,0.0,0.0,0.0,0.0506,0.0716,0.0605,0.0184,0.0023,0.2403,0.0,0.1766,0.0722,0.3104,0.0062,0.0162,0.0,0.0,0.4491,0.0063,0.0,0.0176,0.0099,0.0048,0.0157,0.1476,0.0,0.0084,0.0,0.0,0.0541,0.0283,0.0,0.0,0.0196,0.0159,0.0,0.0007,0.0096,0.0062,0.1504,0.0,0.0,0.0202,0.0714,0.1847,0.3906,0.2787,0.007,0.0062,0.0599,0.0,0.0052,0.4729,0.1188,0.5917
C3L-03395,0.0123,0.0,0.0,0.0,0.0,0.0,0.0101,0.001,0.0,0.0016,0.0012,0.0,0.0001,0.0094,0.0,0.0263,0.0018,0.0,0.0,0.0,0.5308,0.0,0.01,0.0497,0.1858,0.0,0.0633,0.0,0.0,0.6464,0.0247,0.0,0.0287,0.0,0.0005,0.0093,0.0,0.0,0.0113,0.0,0.0,0.0033,0.0142,0.0042,0.0,0.036,0.0144,0.0,0.0,0.0347,0.0,0.2456,0.0,0.0,0.0152,0.0,0.0208,0.0221,0.034,0.0,0.0,0.0,0.0,0.0,0.0279,0.0112,0.039
